,train_loss,val_loss,train_acc,val_acc
0,0.057380023002624514,0.6928834915161133,70.0,48.57142857142857
1,0.054450092315673826,0.6932754516601562,61.42857142857143,48.57142857142857
2,0.04978472948074341,0.6993448734283447,55.714285714285715,48.57142857142857
3,0.050450270175933835,0.7020413279533386,67.14285714285714,50.0
4,0.049956712722778324,0.6953282952308655,61.42857142857143,54.285714285714285
5,0.05222923278808594,0.685268759727478,74.28571428571429,52.85714285714286
6,0.05114686012268067,0.6726019978523254,62.857142857142854,57.14285714285714
7,0.04998553037643433,0.6610999703407288,61.42857142857143,61.42857142857143
8,0.049495692253112795,0.6507691740989685,71.42857142857143,68.57142857142857
9,0.050811786651611325,0.645786702632904,64.28571428571429,75.71428571428571
10,0.04934503555297851,0.6464178562164307,65.71428571428571,84.28571428571429
11,0.050515105724334715,0.639275312423706,72.85714285714285,82.85714285714286
12,0.047510905265808104,0.6261917352676392,78.57142857142857,84.28571428571429
13,0.04778249025344849,0.613110363483429,80.0,81.42857142857143
14,0.050261294841766356,0.6090836524963379,77.14285714285715,81.42857142857143
15,0.04700543642044067,0.6068521738052368,68.57142857142857,80.0
16,0.04641483306884766,0.6067575812339783,77.14285714285715,77.14285714285715
17,0.04840893268585205,0.6050183176994324,70.0,82.85714285714286
18,0.04650103569030762,0.6096497178077698,71.42857142857143,84.28571428571429
19,0.04745551824569702,0.6163001656532288,85.71428571428571,78.57142857142857
20,0.047624566555023194,0.6221198439598083,70.0,81.42857142857143
21,0.049094953536987306,0.6645928621292114,78.57142857142857,60.0
22,0.04849070787429809,0.6776863932609558,74.28571428571429,58.57142857142858
23,0.04849968433380127,0.6534690856933594,65.71428571428571,68.57142857142857
24,0.0476268196105957,0.6167168617248535,72.85714285714285,81.42857142857143
25,0.04832308292388916,0.6058910489082336,71.42857142857143,80.0
26,0.04841962575912476,0.6064724922180176,77.14285714285715,78.57142857142857
27,0.047461357116699215,0.6006656289100647,72.85714285714285,84.28571428571429
28,0.046864676475524905,0.5985876321792603,72.85714285714285,82.85714285714286
29,0.046595637798309324,0.5981600880622864,72.85714285714285,85.71428571428571
30,0.0476461911201477,0.6028512716293335,82.85714285714286,84.28571428571429
31,0.045061287879943845,0.6048151254653931,80.0,84.28571428571429
32,0.043866255283355714,0.6008990406990051,74.28571428571429,85.71428571428571
33,0.046263368129730226,0.5970022082328796,81.42857142857143,85.71428571428571
34,0.04451781511306763,0.5960748195648193,74.28571428571429,85.71428571428571
35,0.046931440830230715,0.6042477488517761,82.85714285714286,85.71428571428571
36,0.04611499071121216,0.6130244135856628,85.71428571428571,81.42857142857143
37,0.04646624803543091,0.6157102584838867,87.14285714285714,80.0
38,0.04547440767288208,0.6069701910018921,80.0,81.42857142857143
39,0.044972574710845946,0.5958425998687744,81.42857142857143,85.71428571428571
40,0.04725347757339478,0.5933184027671814,84.28571428571429,84.28571428571429
41,0.046199159622192384,0.5939666032791138,85.71428571428571,82.85714285714286
42,0.04558471441268921,0.5924720168113708,78.57142857142857,80.0
43,0.04522076368331909,0.5936117172241211,72.85714285714285,81.42857142857143
44,0.04407466888427734,0.5908394455909729,77.14285714285715,81.42857142857143
45,0.04707021236419678,0.5917978286743164,77.14285714285715,78.57142857142857
46,0.046012043952941895,0.5964369773864746,80.0,81.42857142857143
47,0.04610989809036255,0.6035710573196411,84.28571428571429,77.14285714285715
48,0.044551548957824705,0.6020763516426086,72.85714285714285,77.14285714285715
49,0.043902485370635985,0.5971529483795166,70.0,77.14285714285715
50,0.04411319255828858,0.5928957462310791,72.85714285714285,78.57142857142857
51,0.04761117219924927,0.5922393798828125,82.85714285714286,78.57142857142857
52,0.04502602338790893,0.5886022448539734,81.42857142857143,80.0
53,0.04128338694572449,0.585809051990509,80.0,81.42857142857143
54,0.045603394508361816,0.588269054889679,74.28571428571429,80.0
55,0.04401226997375488,0.5915813446044922,75.71428571428571,81.42857142857143
56,0.04588233232498169,0.5972762703895569,80.0,80.0
57,0.04272029876708985,0.5916232466697693,84.28571428571429,82.85714285714286
58,0.04363397121429444,0.5826088786125183,82.85714285714286,87.14285714285714
59,0.04509706974029541,0.5808513164520264,82.85714285714286,87.14285714285714
60,0.04462417602539062,0.5800423622131348,78.57142857142857,85.71428571428571
61,0.04313551902770996,0.5788494348526001,85.71428571428571,85.71428571428571
62,0.04579806327819824,0.5785748362541199,77.14285714285715,87.14285714285714
63,0.04400248050689697,0.5736722946166992,81.42857142857143,87.14285714285714
64,0.04492704868316651,0.5735746622085571,82.85714285714286,85.71428571428571
65,0.04601446866989136,0.5740341544151306,81.42857142857143,84.28571428571429
66,0.04637985706329346,0.5742629766464233,78.57142857142857,81.42857142857143
67,0.044356744289398196,0.5753043293952942,81.42857142857143,82.85714285714286
68,0.045880179405212405,0.5780086517333984,81.42857142857143,82.85714285714286
69,0.043549809455871585,0.5819869637489319,80.0,81.42857142857143
70,0.042133393287658694,0.5863039493560791,78.57142857142857,81.42857142857143
71,0.04577340364456177,0.5912367105484009,82.85714285714286,81.42857142857143
72,0.04314476728439331,0.5913336277008057,81.42857142857143,81.42857142857143
73,0.044704277515411374,0.5880216360092163,82.85714285714286,82.85714285714286
74,0.04345120906829834,0.5849864482879639,85.71428571428571,82.85714285714286
75,0.04382300853729248,0.5783393979072571,80.0,87.14285714285714
76,0.0418194580078125,0.5725482702255249,72.85714285714285,84.28571428571429
77,0.04440228939056397,0.5732381939888,84.28571428571429,84.28571428571429
78,0.044238760471343994,0.5693414807319641,87.14285714285714,85.71428571428571
79,0.04403538227081299,0.5657169818878174,78.57142857142857,85.71428571428571
80,0.04332189083099365,0.5637508630752563,77.14285714285715,85.71428571428571
81,0.042865943908691403,0.5627037882804871,81.42857142857143,85.71428571428571
82,0.046940250396728514,0.5625691413879395,87.14285714285714,85.71428571428571
83,0.04571328401565552,0.5621703863143921,80.0,85.71428571428571
84,0.041109986305236816,0.5611910820007324,80.0,85.71428571428571
85,0.040855886936187746,0.5631294250488281,80.0,87.14285714285714
86,0.04302616596221924,0.5636010766029358,88.57142857142857,87.14285714285714
87,0.043011152744293214,0.5628992319107056,77.14285714285715,85.71428571428571
88,0.04342977046966553,0.5704720616340637,87.14285714285714,84.28571428571429
89,0.04561464786529541,0.5767785310745239,82.85714285714286,80.0
90,0.04244260549545288,0.5833988785743713,77.14285714285715,81.42857142857143
91,0.04227941751480103,0.5771080851554871,81.42857142857143,81.42857142857143
92,0.0417646861076355,0.5693568587303162,90.0,82.85714285714286
93,0.0443854546546936,0.5641329884529114,84.28571428571429,85.71428571428571
94,0.04218585729598999,0.5616176128387451,87.14285714285714,87.14285714285714
95,0.04401451587677002,0.5651702880859375,78.57142857142857,85.71428571428571
96,0.04149735927581787,0.5640710592269897,81.42857142857143,87.14285714285714
97,0.044079771041870115,0.5619035363197327,88.57142857142857,85.71428571428571
98,0.04529733180999756,0.5621151328086853,80.0,84.28571428571429
99,0.04287858724594116,0.5637303590774536,81.42857142857143,84.28571428571429
